PLAY "Jogar"
MINION_TRAIT_EFFECT_NAME "criar {1}"
MORE_BUTTON "[mais]"
MORE_EXPERIENCED "mais experiente"
MOUNT_ACTION "Montaria"
MOUNT_BUTTON "Montar"
MOVE_NOW_ACTION "Mover agora"
NEXT_ENEMY_WAVE "próxima onda de inimigos"
NINE "nove"
NO_AND_NEVER_ASK "Não, e não me pergunte novamente"
NO_ARMS "sem braços"
NO_HEAD "sem cabeça"
NO_LEGS "sem pernas"
NO_LIMBS "sem membros"
NO_MESSAGES_YET "Nenhuma mensagem ainda"
NON_AUTOMATONS "não-autômatos"
NON_HUMANOIDS "não-humanoides"
NO "Não"
NO_RETIRED_DUNGEONS "Nenhuma masmorra aposentada encontrada :("
NO_ROOM_TO_SPAWN "Espaço insuficiente para gerar."
NO_TASKS_PRESENT "Nenhuma tarefa presente."
NOT_AVAILABLE "Indisponível"
NOT_AVAILABLE_UNTIL_TURN "Indisponível até o turno {1}"
OF_SUFFIX "de {1}"
ONE "um"
ORDER_CAPTURE_ACTION "Ordem de captura"
INVENTORY_LABEL "Inventário:"
OUTDOORS_LABEL "Exterior"
INDOORS_LABEL "Interior"
OWN_TRIBE "tribo própria"
PAINTING_DEPICTING "pintura retratando {1}"
PANICS "{1} entra em pânico."
PERSISTENT_ITEM_FETCHING_ZONE_HIGHLIGHT "Zona de busca persistente de itens"
PET_ACTION "Animal de Estimação"
PICK_UP_HOW_MANY "Pegar quantos {1}?"
PILLAGE "Saquear {1}"
PLACE_FURNITURE_EFFECT_DESCRIPTION "Cria um móvel do tipo escolhido."
PLACE_FURNITURE_EFFECT_NAME "construir móvel"
PLANNED_HINT "Planejado"
PLUS_MINUS_ATTR "{1} {2}"
POEM_ABOUT "{1} sobre {2}"
POLYMORPH_INTO_EFFECT_DESCRIPTION "Polimorfar em {1}"
POP_LIMIT_REACHED "limite de população atingido"
POPULATION_TRIGGER "População"
PRESS_TO_UNPAUSE "Pressione {1} para retomar."
SPACE_KEY "espaço"
PRIORITY_TASK_HIGHLIGHT "Tarefa prioritária"
PRISONER "prisioneiro"
PRISONER_STATUS_DESCRIPTION "Capturado de uma tribo hostil"
PRISONER_STATUS "Prisioneiro"
PRISON_MUST_BE_SEPARATE_HIGHLIGHT "A prisão deve ser separada do exterior e de todas as escadarias usando grades de prisão ou uma porta de prisão"
PRISON_TILE "bloco de prisão"
    "blocos de prisão" : plural
MINION_PRODUCES "{1} {2} {3}"
PRODUCES_VERB "produz"
WRITES_VERB "escreve"
RAISES_VERB "cria"
FORGES_VERB "forja"
CONCOCTS_VERB "prepara"
YOUR_PROJECTILES_WONT_HIT_ALLIES "Seus projéteis não atingirão aliados."
HIS_PROJECTILES_WONT_HIT_ALLIES "Os projéteis dele não atingirão aliados."
PROMOTION_TYPE_LABEL "Tipo de promoção:"
PROXIMITY_TRIGGER "Proximidade"
PUSH_ACTION "Empurrão"
RACE_OF_LOCATION "O {1} de {2}"
RAGES "{1} está enfurecido."
RANGED_WEAPONS_UPGRADE_TYPE "armas de longo alcance"
REACHES_TRAINING_LEVEL "{1} alcança o nível de treinamento {3} em {2}"
REALLY_ABSORB "Realmente absorver {1}?"
REBELLION_CHANCE_HIGH "alto"
REBELLION_CHANCE_LOW "baixo"
REBELLION_CHANCE_MEDIUM "médio"
REBELLION_RISK "risco de rebelião"
RECRUITS_AVAILABLE "Você descobriu {1}! Recrutas agora estão disponíveis na interface de imigração."
GOBLIN_MATRONS_DISCOVERY_MESSAGE "Você finalmente encontrou suas amadas matriarcas goblin! Aceite-as em sua masmorra através da lista de imigrantes."
N_RECRUITS_AVAILABLE "{1} recrutas disponíveis."
REMOVE_DUNGEON "Remover"
REMOVE_FROM_TEAM_ACTION "Remover da equipe"
REMOVE_FURNITURE_EFFECT_DESCRIPTION "Remove {1}"
REMOVE_FURNITURE_EFFECT_NAME "remover mobília"
REMOVE_MINION_TRAIT_EFFECT_NAME "remover característica de lacaio"
REMOVE_PERMANENT_LASTING_DESCRIPTION "Remove ou cura permanentemente de {1}."
REMOVE_PERMANENT_LASTING_NAME "remover {1} permanente"
REMOVE_PRISONERS_OR_INCREASE_FORCES "Remova prisioneiros ou aumente as forças armadas."
RENAME_MINION_BUTTON "Renomear"
REQUIRES_ALLY_DISCOVERED "Aliado não foi descoberto"
REQUIRES_ALLY_HAVE_RECRUITS "Aliado não tem recrutas disponíveis no momento"
REQUIRES_CONQUERING "Requer conquistar {1}."
REQUIRES_FURNITURE "Requer {1}."
REQUIRES_KNOCKING_OUT_ENEMY "Requer nocautear uma criatura hostil."
REQUIRES_MORE_ATTRACTIONS "Requer mais {2}: {1}"
REQUIRES_ATTRACTIONS "Requer {1} {2}"
REQUIRES_MORE_LUXURY "Requer mais luxo nos aposentos: {1} (Total: {2})"
REQUIRES_PERSONAL_QUARTERS "Requer aposentos pessoais."
REQUIRES_PERSONAL_QUARTERS_WITH_LUXURY "Requer aposentos pessoais com luxo total: {1}."
REQUIRES_PREGNANT_SUCCUBUS "Requer uma súcubo grávida"
REQUIRES_RESOURCE "Requer {1}"
REQUIRES_TECHNOLOGY "Tecnologia faltando: {1}"
REQUIRES_TO_TRAIN_FURTHER "Requer {1} para treinar mais."
REQUIRES_TWO_PRISON_TILES "Requer dois espaços de prisão."
REQUIRES_UNLOCKING "Requer desbloqueio"
REQUIRES_UPGRADES "O item não pode ser fabricado sem melhorias aplicadas."
REQUIRES_X_MORE "Requer mais {1}: {2}."
RESISTING_THE_ATTACK_OF "resistindo ao ataque de {1}"
RESISTS_SWAP_POSITION "{1} resiste!"
RESOURCE_STORAGE_HIGHLIGHT "Armazenamento de recursos"
RESTORE_KEYBINDINGS_CONFIRM "Tem certeza de que deseja restaurar os atalhos de teclado padrão?"
RESTRICT_ALL_EQUIPMENT "Restringir tudo"
RESTRICT_GEAR_BUTTON "Restringir equipamento"
RETIRED_DUNGEON_UPLOADED "Sua masmorra aposentada foi enviada para a Steam Workshop. Deseja abrir sua página no navegador agora?"
RETIRED_SCREENSHOT_TEXT "Sua masmorra será compartilhada na Steam Workshop com uma captura de tela anexada. Posicione o retângulo abaixo em uma área adequada da sua masmorra e confirme."
RETIRE_WHEN_READY "Quando estiver pronto, aposente sua masmorra e compartilhe-a online. Outros jogadores poderão invadi-la. Para fazer isso, pressione Escape e escolha 'aposentar'."
RING_OF "anel de {1}"
    "anéis de {1}" : plural
SAVE_AND_EXIT_CONFIRM "Deseja salvar e sair do jogo?"
SCROLL_OF_FIRE "pergaminho de fogo"
    "pergaminhos de fogo" : plural
SCROLL_OF "pergaminho de {1}"
    "pergaminhos de {1}" : plural
SET_FLAG_EFFECT_DESCRIPTION "Define uma flag global como verdadeira ou falsa"
SET_FLAG_EFFECT_NAME "definir flag global"
SET_FURNITURE_ON_FIRE_EFFECT_DESCRIPTION "Coloca objetos em chamas"
SET_FURNITURE_ON_FIRE_EFFECT_NAME "incendiar"
SEVEN "sete"
SHOVE_EFFECT_DESCRIPTION "Empurrar uma criatura para trás."
SHOVE_EFFECT_NAME "empurrar"
SHOW_MESSAGE_HISTORY "Exibir histórico de mensagens"
SHOW_TASKS "Exibir tarefas"
SIX "seis"
SKELETON_ITEM "{1} esqueleto"
SKIP_TURN_ACTION "Pular turno"
PAUSED_GAME_SPEED "pausado"
SLOW_GAME_SPEED "lento"
SNARLS "{1} rosna."
SOBERS_UP "{1} fica sóbrio."
SOMETHING "algo"
SOUND_EFFECT_EFFECT_DESCRIPTION "Produz um som real"
SOUND_EFFECT_EFFECT_NAME "efeito sonoro"
SPECIAL_ATTR_VALUE "{1} {2} {3}"
SPECIAL_HUMANOID_CHAT_REACTION "Eu sou o poderoso {1}!"
SPECIAL_HUMANOID_HOSTILE_CHAT_REACTION "Eu sou o poderoso {1}. Morra!"
SPEED_LABEL "velocidade: "
SPELLCASTERS "lançadores de magia"
SPELL_COOLDOWN "Recarga: {1}"
SPELL_SCHOOLS_LABEL "Escolas de magia:"
SPIDER_TASK "Aranha"
SPIRIT_NAME "{1} espiritual"
TWO_HEADED "{1} de duas cabeças"
MULTI_HEADED "{1} de múltiplas cabeças"
WINGED "{1} alado"
SQUARE_BRACKETS "[{1}]"
STABLE "estábulo"
    "estábulos" : feminine
STAIRS_EFFECT_DESCRIPTION "Use as escadas"
STAIRS_EFFECT_NAME "escadas"
IS_NO_LONGER_CRAWLING "{1} está de volta sobre {2} pés."
YOU_NO_LONGER_CRAWLING "Você está de volta sobre seus pés."
START_WITH_TUTORIAL_PROMPT "Gostaria de começar com o tutorial?"
STEEDS_EQUIPMENT_GROUP "montarias"
STOP_TEAM_ORDER_DESCRIPTION "Os membros da equipe permanecerão no lugar e não seguirão o líder."
STOP_TEAM_ORDER "      Parar      "
SUFFERS_PLAGUE "{1} sofre de peste."
SUFFERS_POISONING "{1} sofre de envenenamento."
SUMMON_ELEMENT_EFFECT_DESCRIPTION "Invoca um elemento ou espírito dos arredores."
SUMMON_ELEMENT_EFFECT_NAME "invocar elemento"
SUMMON_HOSTILE_EFFECT_NAME "invocar {1} hostil"
SUMMON_HOSTILE_MULTIPLE_EFFECT_DESCRIPTION "Invoca {1} {2} hostil"
SUMMON_HOSTILE_RANGE_EFFECT_DESCRIPTION "Invoca {1} para {2} {3} hostis"
SUMMON_HOSTILE_SINGLE_EFFECT_DESCRIPTION "Invoca um {1} hostil"
SUMMON_MINIONS_EFFECT_DESCRIPTION "Invoca todos os lacaios lutadores."
SUMMON_MINIONS_EFFECT_NAME "invocar lacaios"
SUMMON_EFFECT_NAME "invocar {1}"
SUMMON_MULTIPLE_EFFECT_DESCRIPTION "Invoca {1} {2}"
SUMMON_RANGE_EFFECT_DESCRIPTION "Invoca {2} para {3} {1}"
SUMMON_SINGLE_EFFECT_DESCRIPTION "Invoca um {1}"
SURVIVED "Sobreviveu"
SWAP_POSITION_ACTION "trocar posição"
SWAP_POSITION_EFFECT_DESCRIPTION "Troca de posição com um inimigo."
SWAP_POSITION_EFFECT_NAME "trocar posição"
SWING "Você balança seu {1} contra {2}."
SWITCH_LEADER_ACTION "Trocar líder"
TAKE_CONTROL "Tomar controle"
TAKE_ITEMS_EFFECT_DESCRIPTION "Toma itens à força da criatura"
TAKE_ITEMS_EFFECT_NAME "pegar itens"
TASKS "Tarefas"
TEAM_TASK "Tarefa da equipe: {1}"
TEMPORARY_POLYMORPH_EFFECT_NAME "polimorfia temporária"
TEMPORARY_POLYMORPH_EFFECT_NAME2 "polimorfia temporária em {1}"
YOUNG_WOMAN feminine "jovem mulher"
PERMANENT_POLYMORPH_EFFECT_NAME "polimorfia permanente"
TEN "dez"
THE_ARTICLE "o {1}"
THE_CAPTURING_OF "a captura de {1}"
THE_CONQUERING_OF "a conquista de {1}"
THE_DEATH_OF "a morte de {1}"
THEFT_TRIGGER "Roubo de itens"
THE_PILLAGING_OF "o saque de {1}"
THE_PLAYER "o jogador"
THE_SLAYING_OF "a morte de {1} por {2}"
THE_MASSACRE_OF "o massacre de {1}"
THE_SPELL_FAILED "O feitiço falhou."
THE "o {1}"
THE_TORTURING_OF "a tortura de {1}"
THREE "três"
THROWN_BACK "arremessado de volta"
TORTURE_TASK "Torturar {1}"
TORTURE_UNAVAILABLE_HIGHLIGHT "Tortura indisponível devido ao limite de população"
TRADE_WITH "Negociar com {1}"
TRADING_AVAILABLE "Você descobriu {1}! A negociação agora está disponível na interface do vilão."
TRAINING_EFFECT_DESCRIPTION "Treina {1} em {2}"
TRAINING_EFFECT_NAME "{1} em treinamento"
TRAINING_INFO_LABEL "Treinamento"
TRAINING_LIMIT_BUFF_DESCRIPTION "Aumenta o limite de treinamento de {1} em {2}"
TRAINING_LIMIT_DEBUFF_DESCRIPTION "Diminui o limite de treinamento de {1} em {2}"
TRAINING_LIMIT_EFFECT_NAME "Limite de treinamento de {1}"
TRAINING_LIMIT_LABEL "(limite {1})"
TRAINING_POTENTIAL_LABEL "Potencial de treinamento:"
TREE_CUTTING_TASK_HIGHLIGHT "Tarefa de corte de árvores"
TRIBES_HAVE_FORMED_ALLIANCE "As tribos de {1} formaram uma aliança contra você."
THE_LAST_ALLIANCE_OF "A última aliança de {1}"
TRIBE_LEADER_STATUS_DESCRIPTION "Matar impedirá a imigração"
TRIBE_LEADER_STATUS "Líder da tribo"
TRIBE_OF_IS_DESTROYED "A tribo de {1} foi destruída."
TRIGGERS_SOMETHING "{1} aciona algo."
TRIGGER_TRAP_EFFECT_DESCRIPTION "Aciona uma armadilha, se houver."
TRIGGER_TRAP_EFFECT_NAME "acionar armadilha"
YOU_INVISIBLE "Você consegue ver através de si mesmo!"
IS_INVISIBLE "{1} desaparece!"
TUTORIAL_NOT_THERE "Tutorial ainda não disponível"
TWELVE "doze"
TWO "dois"
UI_EFFECT_DESCRIPTION "Exibe uma interface"
UI_EFFECT_NAME "Interface"
UNDEAD_DAMAGE_EXPLANATION "Criaturas mortas-vivas não sofrem dano regular e precisam ser mortas esquartejando ou usando fogo."
UNDEAD_KINGS_UPGRADE_TYPE "reis mortos-vivos"
UNDEAD "Morto-vivo"
UNLOCK_DOOR_ACTION "Destrancar porta"
UNLOCK_EFFECT_DESCRIPTION "Desbloqueia um recurso de jogabilidade"
UNLOCK_EFFECT_NAME "desbloquear"
UNNAMED_ATTACKER "um atacante desconhecido"
USAGE_EFFECT "Efeito de uso: {1}"
USE_A_SHIELD_HINT "Use um escudo!"
USE_FURNITURE "usar {1}"
VERY_FAST_GAME_SPEED "muito rápido"
VICTIM_AFFECTED_BY "vítima afetada por: {1} ({2} de chance)"
VICTORY "Vitória!"
VIEW_MESSAGE_BOARD "ver {1}"
VILLAIN_CONQUERED "Conquistado"
VILLAIN_LOCATION_UNKNOWN "Localização desconhecida"
VILLAIN_OUTSIDE_INFLUENCE_ZONE "Fora da zona de influência"
VILLAINS_MENU_ACTION "[{1}]"
VILLAIN_TRIGGERED_BY "Acionado por:"
VILLAIN_TRIGGERED "acionado"
VILLAIN_TYPE_ALLY "Aliado"
VILLAIN_TYPE_LESSER "Vilão menor"
VILLAIN_TYPE_MAIN "Vilão principal"
VILLAIN_TYPE_MINOR "Vilão secundário"
VILLAIN_TYPE_OTHER "Outro"
VILLAIN_TYPE_PLAYER "Jogador"
VILLAIN_TYPE_RETIRED "Jogador aposentado"
VULTURE_LANDS_NEAR "Um abutre pousa perto de {1}."
WAKES_UP "{1} acorda."
WEAPON_DEGRADATION_DESCRIPTION "Diminui a capacidade da arma"
WEAPON_DEGRADATION_NAME "degradação da arma"
WEAPON_ENCHANTMENT_DESCRIPTION "Aumenta a capacidade da arma"
WEAPON_ENCHANTMENT_NAME "encantamento da arma"
WEAPONS_UPGRADE_TYPE "armas"
WELCOME_TO_SHOP "Bem-vindo à loja de {1}!"
WHEN_INDOORS "quando em ambiente interno"
WHEN_IN_TERRITORY "quando em território"
WHEN_OUTDOORS "quando ao ar livre"
WHEN_POP_LIMIT_REACHED "quando o limite de população for atingido"
WHICH_DIRECTION_THROW "Em qual direção você quer arremessar?"
WHICH_DIRECTION "Em qual direção?"
WILL_BE_REPLACED "Aumenta o limite de população em 1. Será substituído gratuitamente se morto"
WING_BODY_PART "asa" "asas" : plural
WISH_EFFECT_DESCRIPTION "Concede um desejo."
WISH_EFFECT_NAME "desejo"
WITH_FREQUENCY "com frequência {1}"
WITH_HEALTH "com saúde"
WITH_SUFFIX "com {1}"
WORKSHOP_CHANGE_COUNT_BUTTON "Alterar número de itens"
WORKSHOP_REMOVE_BUTTON "Remover"
WORKSHOP_UPGRADE_BUTTON "Melhorar"
WOUNDED "Ferido"
WRITE_ON_BOARD_ACTION "Escrever no quadro"
WRITES_A "{1} escreve {2}"
YES "Sim"
YOU_ARE_AWARE_OF_DANGER "Você está ciente do perigo"
YOU_ARE_BEING_ATTACKED_BY "Você está sendo atacado por {1}."
YOU_ARE_BITTEN_IN_THE_NECK "Você é mordido no pescoço!"
YOU_ARE_BURNT_BY_THE_SUN "Você está sendo queimado pelo sol."
YOU_ARE_CRITICALLY_WOUNDED "Você está criticamente ferido!"
YOU_ARE_CUT_IN_HALF "Você é cortado ao meio!"
YOU_ARE_DROWNED_BY "Você é afogado por {1}"
YOU_ARE_FLYING "Você está voando!"
YOU_ARE_MOVING_FASTER_AGAIN "Você está se movendo mais rápido novamente."
YOU_ARE_MOVING_SLOW_AGAIN "Você está se movendo mais devagar novamente."
YOU_ARE_NO_LONGER_AGGRAVATES "Você não está mais provocando inimigos."
YOU_ARE_NO_LONGER_BLIND "Você não está mais cego."
YOU_ARE_NO_LONGER_FUNNY "Você não está mais engraçado."
YOU_ARE_NO_LONGER_HALLU "Você não está mais alucinando."
YOU_ARE_NO_LONGER_IMMOBILE "Você não está mais imóvel."
YOU_ARE_NO_LONGER_LOCKED_POSITION "Você não está mais preso na posição."
YOU_ARE_NO_LONGER_PLAGUE_RESISTANT "Você não é mais resistente à praga."
YOU_ARE_NO_LONGER_POISON_RESISTANT "Você não é mais resistente a veneno."
YOU_ARE_NO_LONGER_POLYMORPHED "Você não está mais transformado."
YOU_ARE_NO_LONGER_RESTED "Você não está mais descansado."
YOU_ARE_NO_LONGER_SATIATED "Você não está mais saciado."
YOU_ARE_NO_LONGER_SLEEP_RESISTANT "Você não está mais resistente ao sono."
YOU_ARE_SWARMER "Você sente vontade de atacar alguém em bando."
IS_SWARMER "{1} sente vontade de atacar alguém em bando."
YOU_ARE_NO_LONGER_SWARMER "Você não é mais um atacante em bando."
YOU_ARE_NO_LONGER_VULNERABLE_TO_SUNLIGHT "Você não está mais vulnerável à luz do sol."
YOU_ARE_NOT_HURT "Você não está ferido!"
YOU_ARE_RIPPED_TO_PIECES "Você é despedaçado!"
YOU_ARE_SHOT_IN_THE "Você é atingido no {1}!"
YOU_ARE_STABBED_IN_THE "Você é esfaqueado no {1}!"
YOU_ARE_SUCKED_INTO "Você é sugado para dentro do {1}!"
YOU_ARE_TURNED_OFF "Você é desligado."
YOU_ARE_TURNED_ON "Você é ligado."
YOU_ARE_UNABLE_TO_CAST_SPELLS "Você não consegue lançar nenhuma magia!"
YOU_ARE_UNDER_ATTACK_BY "Você está sendo atacado por {1}."
YOU_ARE_WOUNDED "Você está ferido!"
YOU_ARE "Você é {1}."
YOU_ARE_NO_LONGER "Você não é mais {1}."
YOU_BASH_FURNITURE "Você golpeia o {1}."
YOU_BREAK_FREE "Você se liberta."
YOU_BUILD "Você constrói {1}"
YOU_BURNING "Você está pegando fogo!"
YOU_CANT_BREAK_FREE "Você não consegue se libertar!"
YOU_CANT_HIDE_HERE "Você não pode se esconder aqui."
YOU_CANT_MOVE_ANYMORE "Você não pode mais se mover."
YOU_CANT_PUSH "Você não pode empurrar {1}"
YOU_CANT_THROW_ANYTHING "Você não pode arremessar nada!"
YOU_CAST_SPELL "Você lança uma magia"
YOU_CUT_FURNITURE "Você corta o {1}"
YOU_DESTROY_FURNITURE "Você destrói o {1}"
YOU_DEVELOP_ATTACK "Você desenvolve um ataque de {1}."
YOU_DIE_OF_POISONING "Você morre envenenado."
YOU_DIG_INTO_FURNITURE "Você cava em direção ao {1}"
YOU_DISASSEMBLE "Você desmonta {1}"
YOU_DROP "Você larga {1}."
YOU_EAT "Você come {1}."
YOU_ENSLAVE "Você escraviza {1}."
YOU_ESCAPE_DEATH "Você escapou da morte!"
ESCAPES_DEATH "{1} escapou da morte!"
YOU_EXECUTE "Você executa {1}"
YOU_FALL_APART "Você se desintegra!"
YOU_FALL_INTO "Você cai no {1}!"
YOU_FEEL_LIKE_CRACKING_A_JOKE "Você sente vontade de contar uma piada."
YOU_FEEL_LIKE_DOING_SOME_WORK "Você sente vontade de trabalhar."
YOU_FEEL_LAZY "Você está com preguiça."
YOU_FEEL_LIKE_WORKING_OUT "Você sente vontade de malhar."
YOU_FILL_FURNITURE "Você enche o {1}"
YOU_FILL_UP_TUNNEL "Você preenche o túnel"
YOU_GROW_LIMBS "Você faz {1} crescer."
YOU_GROW_LIMB "Você faz {1} crescer."
YOU_HAVE_BEEN_AMBUSHED "Você foi emboscado!"
YOU_HAVE_SUMMONED "Você invocou {1}."
HAS_SUMMONED "{1} invocou {2}."
YOU_HIDE_BEHIND_THE "Você se esconde atrás do(a) {1}."
YOU_IMPROVE "Você melhora sua {1} de {2}."
YOU_LEARN "Você aprende a {1} de {2}."
YOU_LOSE_CONTROL_OF_MINION "Você perde o controle de seu lacaio."
YOU_MOUNT "Você monta {1}."
MOUNTS "{1} monta {2}."
YOU_ONLY_HAVE_ENOUGH_FOR "Você só tem ouro suficiente para {1} {2}. Ainda pagar?"
YOU_PICK_UP "Você pega {1}."
PICKS_UP "{1} pega {2}."
YOU_POLYMORPH_INTO "Você se transforma em {1}!"
POLYMORPHS_INTO "{1} se transformam em {2}!"
YOU_PUSH "Você empurra {1}."
PUSHES "{1} empurra {2}."
YOUR_ARMOR_DEGRADES "Seu(sua) {1} se degrada"
YOUR_ARMOR_IS_IMPROVED "Seu(sua) {1} é melhorado(a)"
HIS_ARMOR_DEGRADES "O(a) {2} de {1} se degrada"
HIS_ARMOR_IS_IMPROVED "O(a) {2} de {1} é melhorado(a)"
YOUR_ATTR_IMPROVES "Seu(sua) {1} melhora"
YOUR_ATTR_WANES "Seu(sua) {1} enfraquece"
HIS_ATTR_IMPROVES "O(a) {2} de {1} melhora"
HIS_ATTR_WANES "O(a) {2} de {1} enfraquece"
YOUR_BODY_CRUMBLES_TO_DUST "Seu corpo se desfaz em pó."
YOUR_BODY_PART_IS_BITTEN_OFF "Sua {1} é arrancada com uma mordida!"
YOUR_BODY_PART_IS_BROKEN "Sua {1} é quebrada!"
YOUR_BODY_PART_IS_CHOPPED_OFF "Sua {1} é decepada!"
YOUR_BODY_PART_IS_CRUSHED "Sua {1} é esmagada!"
YOUR_BODY_PART_IS_RIPPED_TO_PIECES "Sua {1} é rasgada em pedaços!"
YOUR_BODY_PART_IS "Sua {1} {2}!"
YOU_REINFORCE_THE_WALL "Você reforça a parede."
HE_REINFORCES_THE_WALL "{1} reforça a parede."
YOU_REMOVE "Você remove {1}."
REMOVES "{1} remove {2}."
YOUR_EVIL_TRIGGER "Seu mal"
YOUR_IDENTITY_IS_UNCOVERED "Sua identidade é descoberta!"
YOUR_INTERNAL_ORGANS_ARE_CRUSHED "Seus órgãos internos são esmagados!"
YOUR_INTERNAL_ORGANS_ARE_RIPPED_OUT "Seus órgãos internos são arrancados!"
YOUR_ITEM_CRUMBLES "Sua {1} se desfaz em pó."
HIS_ITEM_CRUMBLES "A {2} de {1} se desfaz em pó."
YOUR_LIFE_WILL_NO_LONGER_BE_SAVED "Sua vida não será mais salva."
YOUR_POWER_TRIGGER "Seu poder"
YOUR_SKULL_IS_SHATTERED "Seu crânio é estilhaçado!"
YOUR_STOMACH_RECEIVES_A_DEADLY_BLOW "Seu estômago recebe um golpe mortal!"
YOUR_THROAT_IS_SLIT "Sua garganta é cortada!"
HIS_THROAT_IS_SLIT "A garganta de {1} é cortada!"
YOUR_WEAPON_DEGRADES "Sua {1} se degrada."
YOUR_WEAPON_IS_IMPROVED "Sua {1} é aprimorada."
HIS_WEAPON_DEGRADES "{1} {2} se degrada."
HIS_WEAPON_IS_IMPROVED "{1} {2} é aprimorado."
YOU_SET_UP "Você monta {1}."
HE_SETS_UP "{1} monta {2}."
YOU_SHEATHE "Você embainha {1}."
SHEATHES "{1} embainha {2}."
YOU_SOBER_UP "Você fica sóbrio."
YOU_SUFFER_PLAGUE "Você sofre com a peste."
YOU_SUFFER_POISONING "Você sofre com envenenamento."
YOU_SWAP_POSITION "Você troca de posição com {1}."
SWAPS_POSITION "{1} troca de posição com {2}."
YOU_SWITCH_LEVELS_WITH "Você troca de nível com {1}."
ZERO "zero"
ABILITIES_LABEL "Habilidades"
ACID_EFFECT_DESCRIPTION "Causa dano ácido à pele e ao equipamento."
ACID_EFFECT_NAME "ácido"
ACTIVITY_LABEL "Atividade"
ACTIVITY_ON_OFF_HINT "Ativar/desativar esta atividade para este lacaio."
ADDED_DUNGEONS "Adicionado:"
ADD_REMOVE_UPGRADES_CONTROLLER_HINT "Use as teclas para adicionar ou remover melhorias:"
ADD_REMOVE_UPGRADES_MOUSE_HINT "Use os botões esquerdo/direito do mouse para adicionar/remover melhorias."
A_DEMON "um demônio"
AI_TYPE_LABEL "Tipo de IA"
ALREADY_RESEARCHED_LABEL "Já pesquisado:"
APPLIES "{1} aplica {2}."
ARE_OFFENDED "Você está ofendido"
ASSIGN_GEAR_MINION_BUTTON "Atribuir equipamento"
AT_NIGHT "à noite"
ATTR_BOOST_DESCRIPTION "Aumenta {1} em {2}."
ATTR_BOOST_NAME "Aumento de {1}"
ATTRIBUTES_LABEL "Atributos"
ATTR_LOSS_DESCRIPTION "Diminui {1} em {2}."
ATTR_LOSS_NAME "Perda de {1}"
AVAILABLE_WORKSHOP_ITEMS "Disponível:"
AVOID_MELEE_AI_NAME "Evitar combate corpo a corpo"
BAD_POEM_TYPE "ruim"
BANISH_MINION_BUTTON "Banir"
BEAK_ATTACK "bico"
BITE "Você morde {1}."
BITES "{1} morde {2}."
BOARD_MESSAG_TOO_SHORT "A mensagem era muito curta."
BODY_SIZE_HUGE "enorme"
BODY_SIZE_LARGE "grande"
BODY_SIZE_MEDIUM "médio"
BODY_SIZE_SMALL "pequeno"
BONE "osso"
BOUND_TO_A_PHYLACTERY "Vinculado a uma filactéria"
BOUND_TO_A_PHYLACTERY_DESCRIPTION "Esta criatura renascerá em sua filactéria quando for morta."
BREAKS_FREE "{1} se liberta!"
BUFF_AGGRAVATES "agravação"
BUFF_ARCHER_VISION "visão de arqueiro"
BUFF_BAD_BREATH "mau hálito"
BUFF_BLIND "cegueira"
BUFF_CAN_DANCE "dança"
BUFF_CAPTURE_RESISTANCE "resistência à captura"
BUFF_COLLAPSED "rastejar"
BUFF_DARKNESS_SOURCE "escuridão"
BUFF_DISAPPEAR_DURING_DAY "vida noturna"
BUFF_DRUNK "bebida"
BUFF_ELF_VISION "visão élfica"
BUFF_ENTANGLED "teia"
BUFF_ENTERTAINER "entretenimento"
BUFF_FAST_CRAFTING "artesanato rápido"
BUFF_FAST_TRAINING "treinamento rápido"
BUFF_FLYING "levitação"
BUFF_FROZEN "congelamento"
BUFF_HALLU "magia"
BUFF_IMMOBILE "imobilidade"
BUFF_INSANITY "loucura"
BUFF_INVISIBLE "invisibilidade"
BUFF_LIFE_SAVED "salva-vidas"
BUFF_LIGHT_SOURCE "luz"
BUFF_LOCKED_POSITION "troca de posição desativada"
BUFF_MAGIC_CANCELLATION "cancelamento de magia"
BUFF_NIGHT_VISION "visão noturna"
BUFF_NO_CARRY_LIMIT "capacidade de carga infinita"
BUFF_NO_FRIENDLY_FIRE "fogo amigo desativado"
BUFF_OIL "óleo"
BUFF_ON_FIRE "combustão"
BUFF_PANIC "pânico"
BUFF_PEACEFULNESS "amor"
BUFF_PLAGUE "peste"
BUFF_PLAGUE_RESISTANT "resistência à peste"
BUFF_POISON "veneno"
BUFF_POISON_RESISTANT "resistência a veneno"
BUFF_POLYMORPHED "transformado"
BUFF_PREGNANT "gravidez"
BUFF_PSYCHIATRY "psiquiatria"
BUFF_RAGE "fúria"
BUFF_RESTED "vigília"
BUFF_RIDER "montaria"
BUFF_SATIATED "saciedade"
BUFF_SLEEP "sono"
BUFF_SLEEP_RESISTANT "resistência ao sono"
BUFF_SLOW_CRAFTING "artesanato lento"
BUFF_SLOWED "lentidão"
BUFF_SLOW_TRAINING "treinamento lento"
BUFF_SPEED "velocidade"
BUFF_SPYING "espionagem"
BUFF_STEED "montar"
BUFF_STUNNED "atordoante"
BUFF_SUMMONED "tempo de vida"
BUFF_SUNLIGHT_VULNERABLE "vulnerabilidade à luz solar"
BUFF_SWARMER "enxameamento"
BUFF_TELEPATHY "telepatia"
